id,item_id,dept_id,cat_id,store_id,state_id,d_1928,d_1929,d_1930,d_1931,d_1932,d_1933,d_1934,d_1935,d_1936,d_1937,d_1938,d_1939,d_1940,d_1941
FOODS_3_251_CA_4_evaluation,FOODS_3_251,FOODS_3,FOODS,CA_4,CA,2,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_252_CA_4_evaluation,FOODS_3_252,FOODS_3,FOODS,CA_4,CA,17,17,16,16,20,23,19,15,18,16,16,21,24,18
FOODS_3_253_CA_4_evaluation,FOODS_3_253,FOODS_3,FOODS,CA_4,CA,0,0,1,1,1,1,1,1,0,1,1,1,1,1
FOODS_3_254_CA_4_evaluation,FOODS_3_254,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_255_CA_4_evaluation,FOODS_3_255,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FOODS_3_256_CA_4_evaluation,FOODS_3_256,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_257_CA_4_evaluation,FOODS_3_257,FOODS_3,FOODS,CA_4,CA,2,2,2,2,2,2,2,2,2,1,2,2,2,2
FOODS_3_258_CA_4_evaluation,FOODS_3_258,FOODS_3,FOODS,CA_4,CA,3,2,2,1,1,2,3,2,2,1,2,1,2,3
FOODS_3_259_CA_4_evaluation,FOODS_3_259,FOODS_3,FOODS,CA_4,CA,2,1,1,1,1,2,2,1,1,1,1,1,2,2
FOODS_3_260_CA_4_evaluation,FOODS_3_260,FOODS_3,FOODS,CA_4,CA,1,2,1,2,1,2,1,2,2,0,1,0,0,0
FOODS_3_261_CA_4_evaluation,FOODS_3_261,FOODS_3,FOODS,CA_4,CA,1,3,3,4,5,4,2,2,2,3,4,4,4,2
FOODS_3_262_CA_4_evaluation,FOODS_3_262,FOODS_3,FOODS,CA_4,CA,0,1,1,0,1,1,1,1,1,1,1,0,1,1
FOODS_3_263_CA_4_evaluation,FOODS_3_263,FOODS_3,FOODS,CA_4,CA,5,4,4,4,5,5,4,4,4,4,4,5,5,5
FOODS_3_264_CA_4_evaluation,FOODS_3_264,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,0,1
FOODS_3_265_CA_4_evaluation,FOODS_3_265,FOODS_3,FOODS,CA_4,CA,3,1,2,1,1,1,1,2,1,1,1,1,1,2
FOODS_3_266_CA_4_evaluation,FOODS_3_266,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,0,0,1
FOODS_3_267_CA_4_evaluation,FOODS_3_267,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,0,1,1,1
FOODS_3_268_CA_4_evaluation,FOODS_3_268,FOODS_3,FOODS,CA_4,CA,0,0,0,1,1,1,1,1,1,0,1,1,1,0
FOODS_3_269_CA_4_evaluation,FOODS_3_269,FOODS_3,FOODS,CA_4,CA,0,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_270_CA_4_evaluation,FOODS_3_270,FOODS_3,FOODS,CA_4,CA,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FOODS_3_271_CA_4_evaluation,FOODS_3_271,FOODS_3,FOODS,CA_4,CA,2,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_272_CA_4_evaluation,FOODS_3_272,FOODS_3,FOODS,CA_4,CA,1,1,1,0,0,0,0,1,1,1,1,1,0,1
FOODS_3_273_CA_4_evaluation,FOODS_3_273,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,0,1,1,1
FOODS_3_274_CA_4_evaluation,FOODS_3_274,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,0,1,1,1
FOODS_3_275_CA_4_evaluation,FOODS_3_275,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_276_CA_4_evaluation,FOODS_3_276,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,0,1,1,1,0,0,1,1
FOODS_3_277_CA_4_evaluation,FOODS_3_277,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_278_CA_4_evaluation,FOODS_3_278,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_279_CA_4_evaluation,FOODS_3_279,FOODS_3,FOODS,CA_4,CA,2,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_280_CA_4_evaluation,FOODS_3_280,FOODS_3,FOODS,CA_4,CA,0,1,1,1,1,0,1,1,0,0,1,1,1,1
FOODS_3_281_CA_4_evaluation,FOODS_3_281,FOODS_3,FOODS,CA_4,CA,6,8,8,8,10,11,10,9,9,9,9,11,12,11
FOODS_3_282_CA_4_evaluation,FOODS_3_282,FOODS_3,FOODS,CA_4,CA,8,7,6,6,6,7,8,8,6,6,7,6,8,9
FOODS_3_283_CA_4_evaluation,FOODS_3_283,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_284_CA_4_evaluation,FOODS_3_284,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,1,0,1,1
FOODS_3_285_CA_4_evaluation,FOODS_3_285,FOODS_3,FOODS,CA_4,CA,3,2,2,2,3,3,2,2,2,2,2,2,3,2
FOODS_3_286_CA_4_evaluation,FOODS_3_286,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_287_CA_4_evaluation,FOODS_3_287,FOODS_3,FOODS,CA_4,CA,0,0,1,0,0,1,0,0,0,0,0,0,0,1
FOODS_3_288_CA_4_evaluation,FOODS_3_288,FOODS_3,FOODS,CA_4,CA,8,8,8,8,9,9,9,9,9,8,10,10,10,10
FOODS_3_289_CA_4_evaluation,FOODS_3_289,FOODS_3,FOODS,CA_4,CA,0,1,0,1,1,0,1,1,1,1,1,1,1,1
FOODS_3_290_CA_4_evaluation,FOODS_3_290,FOODS_3,FOODS,CA_4,CA,2,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_291_CA_4_evaluation,FOODS_3_291,FOODS_3,FOODS,CA_4,CA,1,1,1,1,2,1,2,1,1,1,1,1,1,2
FOODS_3_292_CA_4_evaluation,FOODS_3_292,FOODS_3,FOODS,CA_4,CA,1,2,1,2,1,1,1,1,1,0,0,0,1,0
FOODS_3_293_CA_4_evaluation,FOODS_3_293,FOODS_3,FOODS,CA_4,CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_294_CA_4_evaluation,FOODS_3_294,FOODS_3,FOODS,CA_4,CA,2,2,2,2,1,2,2,1,1,1,1,1,2,2
FOODS_3_295_CA_4_evaluation,FOODS_3_295,FOODS_3,FOODS,CA_4,CA,3,7,6,5,5,7,8,6,5,5,5,6,6,6
FOODS_3_296_CA_4_evaluation,FOODS_3_296,FOODS_3,FOODS,CA_4,CA,-1,-1,1,-2,-2,-6,-6,-6,-7,-9,-8,-10,-13,-13
FOODS_3_297_CA_4_evaluation,FOODS_3_297,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,1,1,1,0,1,0,1,1
FOODS_3_298_CA_4_evaluation,FOODS_3_298,FOODS_3,FOODS,CA_4,CA,1,1,1,0,1,1,1,1,0,1,1,1,1,1
FOODS_3_299_CA_4_evaluation,FOODS_3_299,FOODS_3,FOODS,CA_4,CA,2,1,1,1,1,1,1,2,1,1,2,2,2,2
FOODS_3_300_CA_4_evaluation,FOODS_3_300,FOODS_3,FOODS,CA_4,CA,1,2,1,1,2,1,2,2,1,1,1,2,1,2
FOODS_3_301_CA_4_evaluation,FOODS_3_301,FOODS_3,FOODS,CA_4,CA,0,1,1,1,1,0,1,1,1,0,1,1,0,1
FOODS_3_302_CA_4_evaluation,FOODS_3_302,FOODS_3,FOODS,CA_4,CA,4,5,4,4,4,3,4,4,4,4,4,4,4,4
FOODS_3_303_CA_4_evaluation,FOODS_3_303,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_304_CA_4_evaluation,FOODS_3_304,FOODS_3,FOODS,CA_4,CA,2,1,1,0,1,1,1,1,1,1,1,1,1,1
FOODS_3_305_CA_4_evaluation,FOODS_3_305,FOODS_3,FOODS,CA_4,CA,1,1,2,2,1,2,1,2,1,2,2,1,1,1
FOODS_3_306_CA_4_evaluation,FOODS_3_306,FOODS_3,FOODS,CA_4,CA,0,0,1,0,0,0,1,1,0,1,1,0,1,0
FOODS_3_307_CA_4_evaluation,FOODS_3_307,FOODS_3,FOODS,CA_4,CA,2,2,3,2,2,3,3,2,2,2,2,2,2,3
FOODS_3_308_CA_4_evaluation,FOODS_3_308,FOODS_3,FOODS,CA_4,CA,1,0,0,0,0,1,1,1,1,0,1,1,1,1
FOODS_3_309_CA_4_evaluation,FOODS_3_309,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_310_CA_4_evaluation,FOODS_3_310,FOODS_3,FOODS,CA_4,CA,0,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_311_CA_4_evaluation,FOODS_3_311,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,2,2,1,1,1,1,1,1
FOODS_3_312_CA_4_evaluation,FOODS_3_312,FOODS_3,FOODS,CA_4,CA,1,1,0,0,1,1,1,1,1,0,1,0,1,1
FOODS_3_313_CA_4_evaluation,FOODS_3_313,FOODS_3,FOODS,CA_4,CA,1,5,6,4,9,10,13,14,13,16,15,19,19,23
FOODS_3_314_CA_4_evaluation,FOODS_3_314,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_315_CA_4_evaluation,FOODS_3_315,FOODS_3,FOODS,CA_4,CA,1,1,1,1,0,0,1,1,0,1,1,0,1,0
FOODS_3_316_CA_4_evaluation,FOODS_3_316,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_317_CA_4_evaluation,FOODS_3_317,FOODS_3,FOODS,CA_4,CA,2,3,3,3,4,3,3,4,3,3,3,3,4,4
FOODS_3_318_CA_4_evaluation,FOODS_3_318,FOODS_3,FOODS,CA_4,CA,11,6,6,6,10,11,9,8,7,8,9,10,12,11
FOODS_3_319_CA_4_evaluation,FOODS_3_319,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,2,1,1,1,1,1,2,2
FOODS_3_320_CA_4_evaluation,FOODS_3_320,FOODS_3,FOODS,CA_4,CA,0,0,1,0,1,0,1,0,0,0,0,0,0,1
FOODS_3_321_CA_4_evaluation,FOODS_3_321,FOODS_3,FOODS,CA_4,CA,0,1,0,0,1,1,1,0,0,0,0,1,0,1
FOODS_3_322_CA_4_evaluation,FOODS_3_322,FOODS_3,FOODS,CA_4,CA,0,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0
FOODS_3_323_CA_4_evaluation,FOODS_3_323,FOODS_3,FOODS,CA_4,CA,0,0,0,1,0,0,1,0,0,0,1,1,1,1
FOODS_3_324_CA_4_evaluation,FOODS_3_324,FOODS_3,FOODS,CA_4,CA,2,1,1,1,2,2,1,2,1,1,2,1,2,1
FOODS_3_325_CA_4_evaluation,FOODS_3_325,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_326_CA_4_evaluation,FOODS_3_326,FOODS_3,FOODS,CA_4,CA,1,0,0,0,1,1,1,1,1,1,1,1,1,2
FOODS_3_327_CA_4_evaluation,FOODS_3_327,FOODS_3,FOODS,CA_4,CA,1,1,0,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_328_CA_4_evaluation,FOODS_3_328,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,1,1,1,0,1,1,1,1
FOODS_3_329_CA_4_evaluation,FOODS_3_329,FOODS_3,FOODS,CA_4,CA,7,7,8,7,7,7,8,8,8,7,8,7,7,8
FOODS_3_330_CA_4_evaluation,FOODS_3_330,FOODS_3,FOODS,CA_4,CA,1,2,1,2,2,2,2,2,2,2,2,2,2,2
FOODS_3_331_CA_4_evaluation,FOODS_3_331,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,0,1
FOODS_3_332_CA_4_evaluation,FOODS_3_332,FOODS_3,FOODS,CA_4,CA,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
FOODS_3_333_CA_4_evaluation,FOODS_3_333,FOODS_3,FOODS,CA_4,CA,0,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_334_CA_4_evaluation,FOODS_3_334,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_335_CA_4_evaluation,FOODS_3_335,FOODS_3,FOODS,CA_4,CA,2,1,1,1,0,1,1,0,0,0,0,1,0,1
FOODS_3_336_CA_4_evaluation,FOODS_3_336,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_337_CA_4_evaluation,FOODS_3_337,FOODS_3,FOODS,CA_4,CA,1,0,0,0,1,1,0,0,0,0,1,0,0,0
FOODS_3_338_CA_4_evaluation,FOODS_3_338,FOODS_3,FOODS,CA_4,CA,0,0,0,-1,0,0,0,1,0,0,0,0,1,1
FOODS_3_339_CA_4_evaluation,FOODS_3_339,FOODS_3,FOODS,CA_4,CA,2,3,2,2,3,3,2,2,2,2,2,2,2,2
FOODS_3_340_CA_4_evaluation,FOODS_3_340,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_341_CA_4_evaluation,FOODS_3_341,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_342_CA_4_evaluation,FOODS_3_342,FOODS_3,FOODS,CA_4,CA,4,4,4,4,5,5,5,4,4,4,4,6,5,5
FOODS_3_343_CA_4_evaluation,FOODS_3_343,FOODS_3,FOODS,CA_4,CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_344_CA_4_evaluation,FOODS_3_344,FOODS_3,FOODS,CA_4,CA,1,3,3,4,3,3,4,4,2,3,4,4,4,6
FOODS_3_345_CA_4_evaluation,FOODS_3_345,FOODS_3,FOODS,CA_4,CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_346_CA_4_evaluation,FOODS_3_346,FOODS_3,FOODS,CA_4,CA,2,1,1,1,1,2,1,1,1,1,1,1,1,1
FOODS_3_347_CA_4_evaluation,FOODS_3_347,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_348_CA_4_evaluation,FOODS_3_348,FOODS_3,FOODS,CA_4,CA,3,2,2,3,2,3,3,2,3,2,3,2,3,4
FOODS_3_349_CA_4_evaluation,FOODS_3_349,FOODS_3,FOODS,CA_4,CA,2,1,2,1,2,2,2,2,1,1,2,2,2,2
FOODS_3_350_CA_4_evaluation,FOODS_3_350,FOODS_3,FOODS,CA_4,CA,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_351_CA_4_evaluation,FOODS_3_351,FOODS_3,FOODS,CA_4,CA,4,4,4,3,4,4,4,4,4,3,4,4,5,4
FOODS_3_352_CA_4_evaluation,FOODS_3_352,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_353_CA_4_evaluation,FOODS_3_353,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_354_CA_4_evaluation,FOODS_3_354,FOODS_3,FOODS,CA_4,CA,1,1,0,1,0,1,1,1,1,1,1,1,1,1
FOODS_3_355_CA_4_evaluation,FOODS_3_355,FOODS_3,FOODS,CA_4,CA,2,2,2,2,2,3,2,2,2,2,3,2,2,2
FOODS_3_356_CA_4_evaluation,FOODS_3_356,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_357_CA_4_evaluation,FOODS_3_357,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,0,0,1
FOODS_3_358_CA_4_evaluation,FOODS_3_358,FOODS_3,FOODS,CA_4,CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_359_CA_4_evaluation,FOODS_3_359,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_360_CA_4_evaluation,FOODS_3_360,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_361_CA_4_evaluation,FOODS_3_361,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,1,1,1,0,0,1,1,1
FOODS_3_362_CA_4_evaluation,FOODS_3_362,FOODS_3,FOODS,CA_4,CA,3,3,3,4,3,5,5,4,4,4,5,5,6,6
FOODS_3_363_CA_4_evaluation,FOODS_3_363,FOODS_3,FOODS,CA_4,CA,2,2,2,2,3,3,2,2,2,2,2,2,3,2
FOODS_3_364_CA_4_evaluation,FOODS_3_364,FOODS_3,FOODS,CA_4,CA,0,0,1,0,1,0,1,0,0,0,0,0,0,0
FOODS_3_365_CA_4_evaluation,FOODS_3_365,FOODS_3,FOODS,CA_4,CA,0,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_366_CA_4_evaluation,FOODS_3_366,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_367_CA_4_evaluation,FOODS_3_367,FOODS_3,FOODS,CA_4,CA,2,2,2,2,2,2,2,2,2,1,1,2,2,1
FOODS_3_368_CA_4_evaluation,FOODS_3_368,FOODS_3,FOODS,CA_4,CA,2,1,2,2,2,2,2,1,1,1,1,2,2,2
FOODS_3_369_CA_4_evaluation,FOODS_3_369,FOODS_3,FOODS,CA_4,CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_370_CA_4_evaluation,FOODS_3_370,FOODS_3,FOODS,CA_4,CA,4,3,3,3,3,3,4,3,3,3,3,3,3,3
FOODS_3_371_CA_4_evaluation,FOODS_3_371,FOODS_3,FOODS,CA_4,CA,0,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_372_CA_4_evaluation,FOODS_3_372,FOODS_3,FOODS,CA_4,CA,2,1,1,1,2,3,2,2,1,1,1,2,2,1
FOODS_3_373_CA_4_evaluation,FOODS_3_373,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_374_CA_4_evaluation,FOODS_3_374,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_375_CA_4_evaluation,FOODS_3_375,FOODS_3,FOODS,CA_4,CA,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FOODS_3_376_CA_4_evaluation,FOODS_3_376,FOODS_3,FOODS,CA_4,CA,2,2,2,2,3,3,3,2,2,2,2,2,3,4
FOODS_3_377_CA_4_evaluation,FOODS_3_377,FOODS_3,FOODS,CA_4,CA,4,6,5,6,6,6,5,5,6,6,6,6,6,6
FOODS_3_378_CA_4_evaluation,FOODS_3_378,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_379_CA_4_evaluation,FOODS_3_379,FOODS_3,FOODS,CA_4,CA,2,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_380_CA_4_evaluation,FOODS_3_380,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_381_CA_4_evaluation,FOODS_3_381,FOODS_3,FOODS,CA_4,CA,1,0,0,0,0,1,1,0,0,0,0,0,1,1
FOODS_3_382_CA_4_evaluation,FOODS_3_382,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,2
FOODS_3_383_CA_4_evaluation,FOODS_3_383,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,2,1
FOODS_3_384_CA_4_evaluation,FOODS_3_384,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,0,1,1
FOODS_3_385_CA_4_evaluation,FOODS_3_385,FOODS_3,FOODS,CA_4,CA,1,1,0,0,0,0,1,1,1,1,1,1,0,1
FOODS_3_386_CA_4_evaluation,FOODS_3_386,FOODS_3,FOODS,CA_4,CA,1,2,2,2,2,2,2,2,2,2,2,2,2,2
FOODS_3_387_CA_4_evaluation,FOODS_3_387,FOODS_3,FOODS,CA_4,CA,1,0,0,0,1,1,1,1,1,1,1,1,1,1
FOODS_3_388_CA_4_evaluation,FOODS_3_388,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,2,1,1,1,1,1,1,2
FOODS_3_389_CA_4_evaluation,FOODS_3_389,FOODS_3,FOODS,CA_4,CA,3,2,3,3,3,4,2,2,3,2,3,3,3,2
FOODS_3_390_CA_4_evaluation,FOODS_3_390,FOODS_3,FOODS,CA_4,CA,0,1,1,1,1,1,1,2,1,0,1,1,1,1
FOODS_3_391_CA_4_evaluation,FOODS_3_391,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_392_CA_4_evaluation,FOODS_3_392,FOODS_3,FOODS,CA_4,CA,0,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_393_CA_4_evaluation,FOODS_3_393,FOODS_3,FOODS,CA_4,CA,4,4,4,4,4,4,4,4,4,3,4,4,4,4
FOODS_3_394_CA_4_evaluation,FOODS_3_394,FOODS_3,FOODS,CA_4,CA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FOODS_3_395_CA_4_evaluation,FOODS_3_395,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_396_CA_4_evaluation,FOODS_3_396,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FOODS_3_397_CA_4_evaluation,FOODS_3_397,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_398_CA_4_evaluation,FOODS_3_398,FOODS_3,FOODS,CA_4,CA,1,0,1,1,1,1,2,1,1,1,1,1,2,1
FOODS_3_399_CA_4_evaluation,FOODS_3_399,FOODS_3,FOODS,CA_4,CA,1,2,2,2,1,1,2,2,1,1,2,1,1,1
FOODS_3_400_CA_4_evaluation,FOODS_3_400,FOODS_3,FOODS,CA_4,CA,2,0,1,1,1,1,1,0,0,1,0,0,1,0
FOODS_3_401_CA_4_evaluation,FOODS_3_401,FOODS_3,FOODS,CA_4,CA,0,0,0,0,1,1,1,0,0,0,0,0,1,1
FOODS_3_402_CA_4_evaluation,FOODS_3_402,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_403_CA_4_evaluation,FOODS_3_403,FOODS_3,FOODS,CA_4,CA,-1,2,1,1,2,3,3,3,3,2,4,3,4,4
FOODS_3_404_CA_4_evaluation,FOODS_3_404,FOODS_3,FOODS,CA_4,CA,4,5,6,5,5,6,5,6,5,5,5,5,6,6
FOODS_3_405_CA_4_evaluation,FOODS_3_405,FOODS_3,FOODS,CA_4,CA,2,2,1,1,1,1,1,1,1,1,2,1,1,1
FOODS_3_406_CA_4_evaluation,FOODS_3_406,FOODS_3,FOODS,CA_4,CA,3,4,4,4,3,4,5,4,4,4,2,3,3,6
FOODS_3_407_CA_4_evaluation,FOODS_3_407,FOODS_3,FOODS,CA_4,CA,2,2,2,2,1,2,3,2,2,1,2,2,2,3
FOODS_3_408_CA_4_evaluation,FOODS_3_408,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,0,1,1,1,1,1,1,1
FOODS_3_409_CA_4_evaluation,FOODS_3_409,FOODS_3,FOODS,CA_4,CA,0,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_410_CA_4_evaluation,FOODS_3_410,FOODS_3,FOODS,CA_4,CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_411_CA_4_evaluation,FOODS_3_411,FOODS_3,FOODS,CA_4,CA,2,1,1,1,1,1,2,2,1,1,1,1,2,2
FOODS_3_412_CA_4_evaluation,FOODS_3_412,FOODS_3,FOODS,CA_4,CA,0,1,1,1,2,2,1,1,1,1,1,1,1,1
FOODS_3_413_CA_4_evaluation,FOODS_3_413,FOODS_3,FOODS,CA_4,CA,3,3,2,3,3,2,3,3,2,3,5,5,4,6
FOODS_3_414_CA_4_evaluation,FOODS_3_414,FOODS_3,FOODS,CA_4,CA,2,1,1,2,1,1,1,1,1,1,1,1,1,2
FOODS_3_415_CA_4_evaluation,FOODS_3_415,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_416_CA_4_evaluation,FOODS_3_416,FOODS_3,FOODS,CA_4,CA,2,1,2,1,1,1,1,1,1,1,1,2,2,2
FOODS_3_417_CA_4_evaluation,FOODS_3_417,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,0,1,1,1,1
FOODS_3_418_CA_4_evaluation,FOODS_3_418,FOODS_3,FOODS,CA_4,CA,2,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_419_CA_4_evaluation,FOODS_3_419,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FOODS_3_420_CA_4_evaluation,FOODS_3_420,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_421_CA_4_evaluation,FOODS_3_421,FOODS_3,FOODS,CA_4,CA,0,0,1,0,1,0,1,0,1,1,1,1,1,1
FOODS_3_422_CA_4_evaluation,FOODS_3_422,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,2,1,1
FOODS_3_423_CA_4_evaluation,FOODS_3_423,FOODS_3,FOODS,CA_4,CA,2,1,1,2,1,1,2,1,1,1,1,1,2,2
FOODS_3_424_CA_4_evaluation,FOODS_3_424,FOODS_3,FOODS,CA_4,CA,0,0,0,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_425_CA_4_evaluation,FOODS_3_425,FOODS_3,FOODS,CA_4,CA,0,0,1,0,1,0,1,1,0,1,0,0,1,1
FOODS_3_426_CA_4_evaluation,FOODS_3_426,FOODS_3,FOODS,CA_4,CA,1,0,0,0,0,1,1,0,1,0,1,1,0,1
FOODS_3_427_CA_4_evaluation,FOODS_3_427,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_428_CA_4_evaluation,FOODS_3_428,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,0,1,1,1,1,1
FOODS_3_429_CA_4_evaluation,FOODS_3_429,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOODS_3_430_CA_4_evaluation,FOODS_3_430,FOODS_3,FOODS,CA_4,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_431_CA_4_evaluation,FOODS_3_431,FOODS_3,FOODS,CA_4,CA,3,2,1,2,2,2,2,2,2,2,2,2,2,3
FOODS_3_432_CA_4_evaluation,FOODS_3_432,FOODS_3,FOODS,CA_4,CA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
